Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Sort Order,Label Themes,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
pixel shades,,,Black,No,1320,330,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,1,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassDot3,484,11225,GY4PDqrCZdcPWb4Ep
pixel shades,,,Red,No,1320,330,51,Red,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Free,Cool,Active,2,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassDot0,484,4646,Tp2dC3Dk4chwa4ebr
pixel shades,,,Green,No,1320,330,51,Green,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,3,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassDot1,484,11223,6tFnu3DhC5HQvqmZ5
pixel shades,,,Blue,No,1320,330,51,Blue,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Cool,Active,4,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassDot2,484,11224,SbAGGe9yg4EXAw35b
pleated mask,,,White,No,140,35,51,White,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,everyday; comfy,AccessoryMouthEarJaw,No,For sale,2.0.0,Yes,AccessoryMouthSurgicalmask0,1248,12962,Rh2YSB2exgimHN8XX
pleated mask,,,Blue,No,140,35,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,2,everyday; comfy,AccessoryMouthEarJaw,No,For sale,2.0.0,Yes,AccessoryMouthSurgicalmask1,1248,14665,yTn2sXhxPXLzugr5n
pleated mask,,,Pink,No,140,35,51,Pink,Pink,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,3,everyday; comfy,AccessoryMouthEarJaw,No,For sale,2.0.0,Yes,AccessoryMouthSurgicalmask2,1248,14666,HyskiSHyEeeikr9Te
pleated mask,,,Cream,No,140,35,51,Beige,Beige,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,4,everyday; comfy,AccessoryMouthEarJaw,No,For sale,2.0.0,Yes,AccessoryMouthSurgicalmask3,1248,14667,Pn7MXgkiFkfathwy2
pleated mask,,,Black,No,140,35,51,Black,Black,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,5,everyday; comfy,AccessoryMouthEarJaw,No,For sale,2.0.0,Yes,AccessoryMouthSurgicalmask4,1248,14668,B5wzxNWWniBh7g67J
pleather mask,,,NA,No,770,192,51,Black,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Summer,Free,Free,Cool,Cool,1,goth,AccessoryMouthEarJaw,No,For sale,1.0.0,Yes,AccessoryMouthLeatherBlack,922,6040,aN6Wsxguggh39oBiF
post-op patch,,,NA,No,490,122,51,White,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,goth,AccessoryOneEye,Yes,For sale,1.0.0,Yes,AccessoryGlassEyepatchWhite,376,4452,8Qgoizxz547DtMNd7
privacy mask,,,NA,No,560,140,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Cool,Cool,1,everyday; goth; comfy,AccessoryMouthEarJaw,No,For sale,1.0.0,Yes,AccessoryMouthCrowBlack,497,4671,4GDJFfMNHhsaXXrAN
reflector,,,NA,No,560,140,51,Gray,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,1,work,AccessoryOneEye,No,For sale,1.0.0,Yes,AccessoryGlassMirrorGray,921,6039,J4EgETRkyeSESkRB7
retro shades,,,Yellow,No,1560,390,51,White,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cute,1,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRetro0,379,4456,SFFhXhR5sYQzJwXWj
retro shades,,,Gray,No,1560,390,51,Gray,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cute,2,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRetro5,379,11213,6oqHAyihAjKRfH72Z
retro shades,,,Red,No,1560,390,51,Pink,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Elegant,Cute,3,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRetro2,379,11210,zg6uY6WZNQcopNq67
retro shades,,,Purple,No,1560,390,51,Pink,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cute,4,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRetro3,379,11211,QqEG7ktLKMaXweFzg
retro shades,,,Green,No,1560,390,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cute,5,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRetro1,379,11209,zYw3PhLHsw2KZ7TBK
retro shades,,,Blue,No,1560,390,51,Aqua,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cute,6,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRetro4,379,11212,cJCaAmMdqrHG8uDLH
rhinestone shades,,,Red,No,1040,260,51,Red,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,1,party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRhinestone0,509,4683,BJFhJqt9KuaWGaWuM
rhinestone shades,,,Purple,No,1040,260,51,Purple,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,2,party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRhinestone2,509,11227,qy2BWYZvJedPJ69yX
rhinestone shades,,,Ochre,No,1040,260,51,Brown,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,3,party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRhinestone1,509,11226,iwtSmya59DpyGFB97
rimmed glasses,,,Gray,No,630,157,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Elegant,1,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassCircle2,257,11185,jA7gAHyzXHk8qBRuq
rimmed glasses,,,Black,No,630,157,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Elegant,Elegant,2,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassCircle0,257,4235,DyPvwyWQK47TL4tjW
rimmed glasses,,,Gold,No,630,157,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Elegant,3,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassCircle1,257,11184,xqu5YAX6AmrXR4Qmd
rimmed glasses,,,Purple,No,630,157,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Free,Elegant,Elegant,4,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassCircle4,257,11187,fjKzCMBMhcJNEjsTv
rimmed glasses,,,Brown,No,630,157,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Free,Elegant,Elegant,5,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassCircle3,257,11186,RpfNwdBEPoqgF5pkh
round shades,,,White,No,1560,390,51,White,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,1,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBoston6,263,11201,z8KywWDutyXSsgXoy
round shades,,,Black,No,1560,390,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Cool,Cool,2,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBoston0,263,4241,SdqiPF4Fzw8HrPY4k
round shades,,,Red,No,1560,390,51,Red,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Summer,Free,Free,Cool,Cool,3,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBoston5,263,11200,Z9bJ6cYkY6hC4mL4o
round shades,,,Pink,No,1560,390,51,Pink,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,4,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBoston4,263,11199,KFNjnL6rqYckLECFB
round shades,,,Yellow,No,1560,390,51,Yellow,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,5,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBoston3,263,11198,BE37D4h9xHkhRwgmH
round shades,,,Green,No,1560,390,51,Green,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Free,Cool,Cool,6,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBoston1,263,11196,Mf9c5DHdko9uWo2Hu
round shades,,,Blue,No,1560,390,51,Blue,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,7,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBoston2,263,11197,hyhWF8rW2Y2AkXGTj
round shades,,,Purple,No,1560,390,51,Purple,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,8,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBoston7,263,11202,fy6sue9jdYtpwh4Aq
round tinted shades,,,Brown,No,880,220,51,Orange,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Free,Simple,Simple,1,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRound0,473,4607,GdrT6sBLFECRG8LyN
round tinted shades,,,Light brown,No,880,220,51,Orange,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,2,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRound1,473,11220,KqtiBXYfKejymQ4Wg
round tinted shades,,,Green,No,880,220,51,Green,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,3,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRound3,473,11222,CeX6fKZRL2XFK7jnW
round tinted shades,,,Dark brown,No,880,220,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Simple,Simple,4,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassRound2,473,11221,tfuBgNyNNSXc3o4Q2
round-frame glasses,,,Silver,No,880,220,51,Gray,Gray,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,1,everyday; formal,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassWellington2,1369,149,49GLjwj37oTCLmq8x
round-frame glasses,,,Black,No,880,220,51,Black,Black,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,2,everyday; formal,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassWellington0,1369,14272,d2JX9EuySrwdDrTfS
round-frame glasses,,,Red,No,880,220,51,Red,Red,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,3,everyday; formal,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassWellington4,1369,151,h4jDpJAZBx2fin9a3
round-frame glasses,,,Navy blue,No,880,220,51,Blue,Blue,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,4,everyday; formal,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassWellington3,1369,150,Z85Bv9oBAJn2QQ6Wj
round-frame glasses,,,Brown,No,880,220,51,Brown,Brown,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,5,everyday; formal,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassWellington1,1369,148,X7eWBQQXiJCpdYoMF
rounded beard,,,NA,No,980,245,51,Colorful,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,1,everyday; comfy; theatrical,AccessoryMouthEarJaw,No,For sale,1.0.0,Yes,AccessoryMouthBeardRoundBlack,505,4679,As4RR5kDBbDWqHP69
Santa beard,,,NA,No,1480,370,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Toy Day (days before); Toy Day; Toy Day (day after),Yes,All Year,Winter,All Year,Free,Free,Simple,Simple,1,fairy tale; party; work,AccessoryMouthEarJaw,No,For sale,1.6.0,Yes,AccessoryMouthSanta,406,4492,ZFX7n9gYwqmd2MnzE
shamrock sunglasses,,,NA,No,1100,275,51,Green,Green,1x1,NA,NA,Able Sisters,,Shamrock Day,Yes,All Year,All Year,NA,Free,Free,Active,Gorgeous,1,fairy tale; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.8.0,Yes,AccessoryGlassShamrock0,1354,14238,ffEQDCcdpsyXCcpN9
shattered glasses,,,NA,No,NFS,10,53,Black,Aqua,1x1,NA,NA,Recycle box,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,1,goth,AccessoryEye,Yes,Not for sale,1.0.0,Yes,AccessoryGlassCrackBlack,315,4337,9nxh9LSDKZoYjygJg
silly glasses,,,Purple,No,770,192,51,Purple,Black,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes0,1489,14850,gmRWzcJSNB5QXyZDa
silly glasses,,,Pink,No,770,192,51,Pink,Purple,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,2,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes2,1489,441,yZDzWsC99w6SsX7Qj
silly glasses,,,Yellow,No,770,192,51,Yellow,Blue,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,3,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes1,1489,440,X5ZiiNaNp6tRZgSn2
silly glasses,,,Light blue,No,770,192,51,Aqua,Green,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,4,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes3,1489,442,isMTngnMkDCbwaiTm
silly glasses,,,Blue,No,770,192,51,Blue,Yellow,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,5,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes4,1489,443,84RLSGW59PgkQJwjR
silly glasses,,,White,No,770,192,51,Gray,Red,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,6,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes5,1489,444,jxr5nTJF83nvsLhEx
simple sunglasses,,,Black,No,880,220,51,Black,Black,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,1,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal0,1461,14795,aXPFDKYhqc9McTr86
simple sunglasses,,,Red,No,880,220,51,Red,Black,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,2,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal4,1461,157,C6Fnpfj46yLZM5ez5
simple sunglasses,,,Orange,No,880,220,51,Orange,Black,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,3,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal5,1461,158,4PrdCFuoqLzXxEeuE
simple sunglasses,,,Yellow,No,880,220,51,Yellow,Black,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,4,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal2,1461,155,eYSEaFN924rcSBbFR
simple sunglasses,,,Lime,No,880,220,51,Green,Black,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,5,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal3,1461,156,rHaYK6Yk5mHz9Wxgt
simple sunglasses,,,White,No,880,220,51,White,Black,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,6,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal1,1461,154,APE9crmj9WsK8BpdK
ski goggles,,,Yellow,No,980,245,51,Pink,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Active,Active,1,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski1,377,11479,NwNqq5g2iw4DeMsBY
ski goggles,,,White,No,980,245,51,Orange,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Active,Active,2,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski0,377,4453,GWhWLPt3sExfeAG2c
ski goggles,,,Purple,No,980,245,51,Green,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Active,Active,3,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski2,377,11480,4umKSoR2BWtW6JyFK
ski goggles,,,Orange,No,980,245,51,Aqua,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Active,Active,4,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski5,377,11483,vSksuA8nCN72Tq3ji
ski goggles,,,Green,No,980,245,51,Blue,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Active,Active,5,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski4,377,11482,SydPBHGEnpRAKuCfq
ski goggles,,,Pink,No,980,245,51,Purple,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Active,Active,6,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski3,377,11481,RBByDZoTeK5b6jvXn
snorkel mask,,,Black,No,700,175,51,Gray,Black,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,1,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver5,432,11497,jFwR59w58PSPL53K4
snorkel mask,,,Red,No,700,175,51,Red,Red,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,2,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver2,432,11494,ekXFtoFg8mmsbyZYp
snorkel mask,,,Pink,No,700,175,51,Pink,Pink,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,3,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver3,432,11495,3oBKZL4APPZGp7KpN
snorkel mask,,,Orange,No,700,175,51,Yellow,Orange,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,4,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver1,432,11493,xHJu2dJts5RYTFw7p
snorkel mask,,,Green,No,700,175,51,Green,Green,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,5,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver4,432,11496,v9xCArJntbpz9FhSG
snorkel mask,,,Blue,No,700,175,51,Aqua,Blue,1x1,NA,NA,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,6,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver0,432,4551,rSw6wK34RyoG5cMe3
sporty shades,,,White,No,1300,325,51,White,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,1,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports1,381,11489,CA5YASgCBpgL2PSpX
sporty shades,,,Black,No,1300,325,51,Black,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,2,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports0,381,4458,QkHqffg8X4eTL6PXX
sporty shades,,,Pink,No,1300,325,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,3,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports2,381,11490,GgdcckY8p5Rg5NyTY
sporty shades,,,Lime,No,1300,325,51,Green,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,4,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports3,381,11491,uwEjreWEdYSbuxXE9
sporty shades,,,Light blue,No,1300,325,51,Aqua,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,5,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports4,381,11492,THB8TWPykhsELXErr
square glasses,,,Gray,No,880,220,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare2,258,11067,QxFwFytYcWo5acGtW
square glasses,,,Black,No,880,220,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Simple,Simple,2,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare1,258,11066,LhvFWS5ADiDiPJwai
square glasses,,,Blue,No,880,220,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Free,Simple,Simple,3,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare3,258,11068,CvziuqadDpoQgGK4C
square glasses,,,Brown,No,880,220,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Simple,Simple,4,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare0,258,4236,rAzkKijSEqXzoAZKY
squared browline glasses,,,Gray,No,1040,260,51,Gray,Yellow,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,1,everyday; formal; work,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassThurmontsquare3,1391,165,fARrP83AnC3qjTooH
squared browline glasses,,,Black,No,1040,260,51,Black,Yellow,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cool,2,everyday; formal; work,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassThurmontsquare0,1391,14362,2ZykrYipJHcfMNf4B
